id,book_name,character,label,confidence,evidence_1,evidence_2,evidence_3
56,In Search of the Castaways,Thalcave,1,0.5269,"""Well, my dear Helena,"" he replied, ""those people have no hearts!""

""They refused?""

""Yes, they refused me a vessel: they spoke of the millions vainly spent
in searching for Franklin; they declared the document was vague and
unintelligible; they said that the shipwreck of these unfortunates had
happened two years ago, and that there was little chance of finding
them. They maintained too, that, if prisoners of the Indians, they must
have been carried into the interior of the country; that they could not
ransack all Patagonia to find three men,--three Scotchmen; the search
would be vain and perilous, and would cost the lives of more men than
it would save. In short, they gave all the absurd reasons of people who
mean to refuse. They remembered the captain's projects, and I fear that
the unfortunate man is forever lost!""

""My father, my poor father!"" cried Mary Grant, throwing herself at the
feet of Lord Glenarvan. ""Your father!","However, from a few words exchanged,
Glenarvan perceived that they were acquainted with the English
language. He therefore resolved to question the chief in regard to the
fate that was in store for them. Addressing Kai-Koumou, he said, in a
fearless tone:

""Where are you taking us, chief?""

Kai-Koumou gazed at him coldly without answering. ""Say, what do you expect to do with us?"" continued Glenarvan. The chief's eyes blazed with a sudden light, and in a stern voice he
replied:

""To exchange you, if your friends will ransom you; to kill you, if they
refuse.""

Glenarvan asked no more, but hope returned to his heart. Doubtless,
some chiefs of the Maori tribe had fallen into the hands of the
English, and the natives would attempt to recover them by way of
exchange; their situation, therefore, was not one for despair. Meantime the canoe rapidly ascended the river. Paganel, whose
changeable disposition carried him from one extreme to another, had
regained his hopefulness.","They must extricate us from the difficulty.""

""If the cart were once out of the mud,"" replied Captain Mangles, ""these
two animals, by short journeys, could draw it to the coast. We must,
therefore, at all events, release the clumsy vehicle.""

""We will try, John,"" said Glenarvan. ""Let us return to camp, for there
must be anxiety at our long absence.""

Ayrton took charge of the ox, and Mulready of the horse, and the party
returned along the winding banks of the river. Half an hour after,
Paganel, MacNabb, Lady Helena, and Miss Grant were told the state of
affairs. ""By my faith,"" the major could not help exclaiming, ""it is a pity,
Ayrton, that you did not shoe all our animals on crossing the Wimerra.""

""Why so, sir?"" asked Ayrton."
80,In Search of the Castaways,Kai-Koumou,0,0.6326,"This Englishman had not so forgotten his native tongue, in the company
of mules and Indians, that he could not converse with the travelers. Hence it was easy for Glenarvan to make known his wishes, and for
the muleteer to execute his orders, of which circumstance the former
availed himself, since Paganel had not yet succeeded in making himself
understood. This leader, or ""catapaz,"" in the language of Chili, was assisted by
two native peons and a boy of twelve. The peons had charge of the
mules laden with the baggage of the party, and the boy led the madrina
(little mare), which wore small bells, and went in advance of the other
ten mules. The travelers were mounted on seven, and the catapaz on one,
of these animals, while the two others carried the provisions and a
few rolls of cloth designed to insure the good-will of the chiefs of
the plains. The peons traveled on foot according to their custom.","A few soldiers were exercising on the parade-ground
of the fort, the oldest of whom was not more than twenty and the
youngest scarcely ten. In fact, they were a dozen young children and
boys who were drilling very nicely. Their uniform consisted of a
striped shirt confined at the waist by a leathern girdle. The mildness
of the climate justified this light costume. Each of these young
soldiers carried a gun and a sword, which were too long and heavy for
the little fellows. All had a certain family resemblance, and the
corporal who commanded resembled them too: they were twelve brothers,
who were parading under the orders of the thirteenth. Paganel was not astonished. He remembered his Argentine statistics, and
knew that in this country the average number of children in a family
exceeds nine. But what surprised him exceedingly was to see these
little soldiers practicing the French tactics, and to hear the orders
of the corporal given in his own native language. ""This is singular,"" said he.","But since Glenarvan's conversation with the chief, it seemed wise to
abandon this design. They must be patient. It was the most prudent
plan. The exchange offered chances that neither an open attack nor a
flight across these unknown regions could afford. Many circumstances
might indeed arise that would delay, and even prevent, such a
transaction; but still it was better to await the result. What,
moreover, could ten defenceless men do against thirty well-armed
savages? Besides, Glenarvan thought it likely that Kai-Koumou's tribe
had lost some chief of high rank whom they were particularly anxious to
recover; and he was not mistaken. The next day the canoe ascended the river with increased swiftness. It stopped for a moment at the junction of a small river which wound
across the plains on the right bank. Here another canoe, with ten
natives on board, joined Kai-Koumou. The warriors merely exchanged
salutations, and then continued their course."
28,In Search of the Castaways,Tom Ayrton/Ben Joyce,1,0.7725,"The young gentlemen were soon made acquainted with the object of the
expedition, and took a lively interest in Glenarvan's search, giving
also great encouragement to the captain's children. ""Harry Grant,"" said Michael, ""has evidently fallen into the hands of
the natives, since he has not appeared in the settlements on the coast. He knew his position exactly, as the document proves, and, as he has
not reached any English colony, he must have been made prisoner by the
natives as soon as he landed.""

""That is precisely what happened to his quartermaster, Ayrton,"" replied
Captain Mangles. ""But, gentlemen,"" inquired Lady Helena, ""have you never heard of the
shipwreck of the Britannia?""

""Never, madam,"" said Michael. ""And what treatment do you think Captain Grant would experience as a
prisoner among the Australians?""

""The Australians are not cruel, madam,"" replied the young settler:
""Miss Grant may reassure herself on this point.","I can extricate
myself where another would fail. I therefore claim, for the common
welfare, the right to go to Melbourne. One word will place me on a good
footing with your mate, and in six days I engage to bring the Duncan to
Twofold Bay.""

""Well said!"" replied Glenarvan. ""You are a brave and intelligent man,
Ayrton, and will succeed.""

The quartermaster was evidently more capable than any one else of
fulfilling this difficult mission. Captain Mangles raised one final
objection, that Ayrton's presence was necessary to enable them to
find traces of the Brittania or Captain Grant; but the major observed
that they should remain encamped on the banks of the Snowy till the
messenger's return, that it was not proposed to resume the search
without him, and that consequently his absence could be in no way
prejudicial to their interests. ""Well then, Ayrton, start,"" said Glenarvan.","The horses and oxen grazed near at hand, and could
be easily collected at the moment of departure. [Illustration: The vehicle was a cart twenty feet long and covered with
an awning, the whole resting upon four wheels, without spokes, felloes,
or tires.]

Having made his arrangements, and given his orders to the carpenter,
Captain Mangles returned on board with the colonist's family, who
wished to pay Lord Glenarvan a visit. Ayrton thought proper to join
them, and about four o'clock the captain crossed the gangway of the
Duncan. Of course, Glenarvan invited his visitors to dinner, and they willingly
accepted his return hospitality. Mr. O'Moore was amazed. The furniture
of the cabins, the tapestry, the upholstery, and the fancy-work of
maple and ebony excited his admiration. Ayrton, on the contrary, gave
only a secondary attention to these costly luxuries. He first examined
the yacht from a sailor's point of view."
101,The Count of Monte Cristo,Noirtier,1,0.8391,"Standing well
at court, whether the king regnant was of the older or younger branch,
whether the government was doctrinaire liberal, or conservative; looked
upon by all as a man of talent, since those who have never experienced
a political check are generally so regarded; hated by many, but warmly
supported by others, without being really liked by anybody, M. de
Villefort held a high position in the magistracy, and maintained his
eminence like a Harlay or a Molé. His drawing-room, under the
regenerating influence of a young wife and a daughter by his first
marriage, scarcely eighteen, was still one of the well-regulated Paris
salons where the worship of traditional customs and the observance of
rigid etiquette were carefully maintained. A freezing politeness, a
strict fidelity to government principles, a profound contempt for
theories and theorists, a deep-seated hatred of ideality,—these were
the elements of private and public life displayed by M. de Villefort. M.","Villefort had
secluded himself, not to study, but to reflect; and with the door
locked and orders given that he should not be disturbed excepting for
important business, he sat down in his armchair and began to ponder
over the events, the remembrance of which had during the last eight
days filled his mind with so many gloomy thoughts and bitter
recollections. Then, instead of plunging into the mass of documents piled before him,
he opened the drawer of his desk, touched a spring, and drew out a
parcel of cherished memoranda, amongst which he had carefully arranged,
in characters only known to himself, the names of all those who, either
in his political career, in money matters, at the bar, or in his
mysterious love affairs, had become his enemies.","But beneath this superficial calm there were in the heart of the young
man, and perhaps in that of the old man, many repressed desires, many
stifled sighs, which found vent when Faria was left alone, and when
Edmond returned to his cell. One night Edmond awoke suddenly, believing that he heard someone
calling him. He opened his eyes upon utter darkness. His name, or
rather a plaintive voice which essayed to pronounce his name, reached
him. He sat up in bed and a cold sweat broke out upon his brow. Undoubtedly the call came from Faria’s dungeon. “Alas,” murmured Edmond; “can it be?”

He moved his bed, drew up the stone, rushed into the passage, and
reached the opposite extremity; the secret entrance was open. By the
light of the wretched and wavering lamp, of which we have spoken,
Dantès saw the old man, pale, but yet erect, clinging to the bedstead."
91,The Count of Monte Cristo,Noirtier,1,0.9281,"“I am, at least, fearful of it. Napoleon, in the Island of Elba, is too
near France, and his proximity keeps up the hopes of his partisans. Marseilles is filled with half-pay officers, who are daily, under one
frivolous pretext or other, getting up quarrels with the royalists;
from hence arise continual and fatal duels among the higher classes of
persons, and assassinations in the lower.”

“You have heard, perhaps,” said the Comte de Salvieux, one of M. de
Saint-Méran’s oldest friends, and chamberlain to the Comte d’Artois,
“that the Holy Alliance purpose removing him from thence?”

“Yes; they were talking about it when we left Paris,” said M. de
Saint-Méran; “and where is it decided to transfer him?”

“To Saint Helena.”

“For heaven’s sake, where is that?” asked the marquise. “An island situated on the other side of the equator, at least two
thousand leagues from here,” replied the count. “So much the better.","Oh, the royalists were
very severe with the Bonapartists in those days.”

“Monsieur,” returned Villefort, “I was then a royalist, because I
believed the Bourbons not only the heirs to the throne, but the chosen
of the nation. The miraculous return of Napoleon has conquered me, the
legitimate monarch is he who is loved by his people.”

“That’s right!” cried Morrel. “I like to hear you speak thus, and I
augur well for Edmond from it.”

“Wait a moment,” said Villefort, turning over the leaves of a register;
“I have it—a sailor, who was about to marry a young Catalan girl. I
recollect now; it was a very serious charge.”

“How so?”

“You know that when he left here he was taken to the Palais de
Justice.”

“Well?”

“I made my report to the authorities at Paris, and a week after he was
carried off.”

“Carried off!” said Morrel. “What can they have done with him?”

“Oh, he has been taken to Fenestrelles, to Pignerol, or to the
Sainte-Marguérite islands.","Observe,” said Villefort, smiling, “I do not mean to deny that both
these men were revolutionary scoundrels, and that the 9th Thermidor and
the 4th of April, in the year 1814, were lucky days for France, worthy
of being gratefully remembered by every friend to monarchy and civil
order; and that explains how it comes to pass that, fallen, as I trust
he is forever, Napoleon has still retained a train of parasitical
satellites. Still, marquise, it has been so with other
usurpers—Cromwell, for instance, who was not half so bad as Napoleon,
had his partisans and advocates.”

“Do you know, Villefort, that you are talking in a most dreadfully
revolutionary strain? But I excuse it, it is impossible to expect the
son of a Girondin to be free from a small spice of the old leaven.” A
deep crimson suffused the countenance of Villefort."
24,In Search of the Castaways,Jacques Paganel,0,0.9196,"He inquired of his host whether he was willing for
him to propose to Ayrton to accompany them. Mr. O'Moore consented,
though not without regret at losing so good an assistant. ""Well, Ayrton, will you aid us in our search for the sailors of the
Britannia?""

The quartermaster did not answer immediately; he seemed to hesitate for
a few moments, but finally, after reflecting, said:

""Yes, my lord, I will follow you; and, if I do not set you upon the
track of Captain Grant, I will at least guide you to the place where
his vessel was wrecked.""

""Thanks,"" replied Glenarvan. ""One question, my lord.""

""Ask it.""

""Where will you join the Duncan?""

""At Melbourne, if we do not cross Australia; on the eastern coast, if
our search is continued so far.""

""But the captain of the Duncan?""

""He will await my orders at Melbourne.""

""Very well, my lord,"" said Ayrton; ""rely on me.""

""I will,"" replied Glenarvan. The quartermaster was heartily thanked by the travelers.","It was not Glenarvan's habit to lose time in adopting and executing a
plan. As soon as Paganel's proposal was accepted, he at once resolved
that the preparations for the journey should be completed as soon as
possible. And what was to be the result of this search? The existence of
Harry Grant seemed to have become undeniable, which increased the
probabilities of success. No one expected to find the captain exactly
on the line of the thirty-seventh parallel; but perhaps they would come
upon traces of him, and, at all events, their course would bring them
straight to the scene of the shipwreck, which was the principal point. Moreover, if Ayrton would consent to join the travelers, to guide them
through the forests, and to the eastern coast, there was another chance
of success. Glenarvan felt the importance of this arrangement, and was
therefore particularly desirous of obtaining the services of Captain
Grant's companion.","It was a
paper signed by the owners of the Britannia and Captain Grant, whose
writing Mary recognized immediately. It stated that ""Tom Ayrton, able
seaman, was engaged as quartermaster on board the brig Britannia of
Glasgow."" There was, therefore, no possible doubt of Ayrton's identity,
for it would have been difficult to suppose that this contract could be
in his hands and not belong to him. ""Now,"" said Glenarvan, ""I appeal to you all for advice as to what is
best to be done. Your advice, Ayrton, would be particularly valuable,
and I should be much obliged if you would give it to us.""

The sailor reflected a few moments, and then replied:

""I thank you, my lord, for the confidence you place in me, and hope to
show myself worthy of it. I have some knowledge of the country, and of
the customs of the natives; and, if I can be of use to you----""

""Certainly,"" replied Glenarvan."
119,The Count of Monte Cristo,Faria,0,0.6428,"Soon a red streak became
visible in the horizon, the waves whitened, a light played over them,
and gilded their foaming crests with gold. It was day. Dantès stood mute and motionless before this majestic spectacle, as if
he now beheld it for the first time; and indeed since his captivity in
the Château d’If he had forgotten that such scenes were ever to be
witnessed. He turned towards the fortress, and looked at both sea and
land. The gloomy building rose from the bosom of the ocean with
imposing majesty and seemed to dominate the scene. It was about five
o’clock. The sea continued to get calmer. “In two or three hours,” thought Dantès, “the turnkey will enter my
chamber, find the body of my poor friend, recognize it, seek for me in
vain, and give the alarm. Then the tunnel will be discovered; the men
who cast me into the sea and who must have heard the cry I uttered,
will be questioned. Then boats filled with armed soldiers will pursue
the wretched fugitive.","This gloomy fortress, which has for more than
three hundred years furnished food for so many wild legends, seemed to
Dantès like a scaffold to a malefactor. “The Château d’If?” cried he, “what are we going there for?”

The gendarme smiled. “I am not going there to be imprisoned,” said Dantès; “it is only used
for political prisoners. I have committed no crime. Are there any
magistrates or judges at the Château d’If?”

“There are only,” said the gendarme, “a governor, a garrison, turnkeys,
and good thick walls. Come, come, do not look so astonished, or you
will make me think you are laughing at me in return for my good
nature.”

Dantès pressed the gendarme’s hand as though he would crush it. “You think, then,” said he, “that I am taken to the Château d’If to be
imprisoned there?”

“It is probable; but there is no occasion to squeeze so hard.”

“Without any inquiry, without any formality?”

“All the formalities have been gone through; the inquiry is already
made.”

“And so, in spite of M.","One thought in particular
tormented him: namely, that during his journey hither he had sat so
still, whereas he might, a dozen times, have plunged into the sea, and,
thanks to his powers of swimming, for which he was famous, have gained
the shore, concealed himself until the arrival of a Genoese or Spanish
vessel, escaped to Spain or Italy, where Mercédès and his father could
have joined him. He had no fears as to how he should live—good seamen
are welcome everywhere. He spoke Italian like a Tuscan, and Spanish
like a Castilian; he would have been free, and happy with Mercédès and
his father, whereas he was now confined in the Château d’If, that
impregnable fortress, ignorant of the future destiny of his father and
Mercédès; and all this because he had trusted to Villefort’s promise. The thought was maddening, and Dantès threw himself furiously down on
his straw. The next morning at the same hour, the jailer came again."
93,The Count of Monte Cristo,Noirtier,0,0.6991,"At last there was Waterloo,
and Morrel came no more; he had done all that was in his power, and any
fresh attempt would only compromise himself uselessly. Louis XVIII. remounted the throne; Villefort, to whom Marseilles had
become filled with remorseful memories, sought and obtained the
situation of king’s procureur at Toulouse, and a fortnight afterwards
he married Mademoiselle de Saint-Méran, whose father now stood higher
at court than ever. And so Dantès, after the Hundred Days and after Waterloo, remained in
his dungeon, forgotten of earth and heaven. Danglars comprehended the full extent of the wretched fate that
overwhelmed Dantès; and, when Napoleon returned to France, he, after
the manner of mediocre minds, termed the coincidence, _a decree of
Providence_. But when Napoleon returned to Paris, Danglars’ heart
failed him, and he lived in constant fear of Dantès’ return on a
mission of vengeance. He therefore informed M.","“I am, at least, fearful of it. Napoleon, in the Island of Elba, is too
near France, and his proximity keeps up the hopes of his partisans. Marseilles is filled with half-pay officers, who are daily, under one
frivolous pretext or other, getting up quarrels with the royalists;
from hence arise continual and fatal duels among the higher classes of
persons, and assassinations in the lower.”

“You have heard, perhaps,” said the Comte de Salvieux, one of M. de
Saint-Méran’s oldest friends, and chamberlain to the Comte d’Artois,
“that the Holy Alliance purpose removing him from thence?”

“Yes; they were talking about it when we left Paris,” said M. de
Saint-Méran; “and where is it decided to transfer him?”

“To Saint Helena.”

“For heaven’s sake, where is that?” asked the marquise. “An island situated on the other side of the equator, at least two
thousand leagues from here,” replied the count. “So much the better.","Then he turned to the various articles he had left
behind him, put the black cravat and blue frock-coat at the bottom of
the portmanteau, threw the hat into a dark closet, broke the cane into
small bits and flung it in the fire, put on his travelling-cap, and
calling his valet, checked with a look the thousand questions he was
ready to ask, paid his bill, sprang into his carriage, which was ready,
learned at Lyons that Bonaparte had entered Grenoble, and in the midst
of the tumult which prevailed along the road, at length reached
Marseilles, a prey to all the hopes and fears which enter into the
heart of man with ambition and its first successes. Chapter 13. The Hundred Days

M. Noirtier was a true prophet, and things progressed rapidly, as he
had predicted. Everyone knows the history of the famous return from
Elba, a return which was unprecedented in the past, and will probably
remain without a counterpart in the future. Louis XVIII."
72,In Search of the Castaways,Kai-Koumou,0,0.5114,"They were not long in learning, by the aid of a few English words which
the natives used, that, being driven back by the British troops, they
were returning, vanquished and weakened, to the regions of the upper
Waikato. Their chief, after an obstinate resistance, in which he lost
his principal warriors, was now on his way to rouse again the river
tribes. He was called Kai-Koumou, a terrible name, which signified
in the native language ""he who eats the limbs of his enemy."" He was
brave and bold, but his cruelty equaled his bravery. No pity could be
expected from him. His name was well known to the English soldiers, and
a price had been set upon his head by the governor of New Zealand. This terrible catastrophe had come upon Glenarvan just as he was
about reaching the long-desired harbor of Auckland, whence he would
have returned to his native country.","""Have you never heard of three English captives?"" he asked the sergeant. ""Never,"" replied Manuel. ""It would have been known at Tandil. I should
have heard of it. No, it cannot be.""

Glenarvan, after this formal response, had nothing more to do at Fort
Independence. He and his friends, therefore, departed, not without
thanking the sergeant and shaking hands with him. Glenarvan was in despair at this complete overthrow of his hopes. Robert walked beside him in silence, with tearful eyes, while his
protector could not find a single word to console him. Paganel
gesticulated and talked to himself. The major did not open his lips. As for Thalcave, his Indian pride seemed humbled at having gone astray
on a false trail. No one, however, thought of reproaching him for so
excusable an error. They returned to the encampment, saddened indeed. Still, not one of
the courageous and devoted men regretted so many hardships uselessly
endured, so many dangers vainly incurred.","However, from a few words exchanged,
Glenarvan perceived that they were acquainted with the English
language. He therefore resolved to question the chief in regard to the
fate that was in store for them. Addressing Kai-Koumou, he said, in a
fearless tone:

""Where are you taking us, chief?""

Kai-Koumou gazed at him coldly without answering. ""Say, what do you expect to do with us?"" continued Glenarvan. The chief's eyes blazed with a sudden light, and in a stern voice he
replied:

""To exchange you, if your friends will ransom you; to kill you, if they
refuse.""

Glenarvan asked no more, but hope returned to his heart. Doubtless,
some chiefs of the Maori tribe had fallen into the hands of the
English, and the natives would attempt to recover them by way of
exchange; their situation, therefore, was not one for despair. Meantime the canoe rapidly ascended the river. Paganel, whose
changeable disposition carried him from one extreme to another, had
regained his hopefulness."
16,In Search of the Castaways,Jacques Paganel,1,0.5269,"In England, in the heart
of civilization, a new-comer would have first informed his host
whence he came and whither he was going; but here, by a nice shade
of distinction, Michael and Sandy Patterson thought they should
make themselves known to the travelers to whom they offered their
hospitalities, and briefly told their story. [Illustration: Here, for the first time, they saw the menure, or
lyre-bird, whose tail has the form of the graceful instrument of
Orpheus.]

It was like that of all intelligent and active young Englishmen,
who do not believe that the possession of riches absolves from the
responsibility to labor for the welfare of others. Michael and
Alexander Patterson were the sons of a London banker. When they were
twenty years old, their father had said: ""Here is money, my sons. Go
to some distant land, found there a useful establishment, and acquire
in labor the knowledge of life. If you succeed, so much the better; if
you fail, it matters little.","However, he was not deterred from rehearsing how one and
another not merely visited, but began to settle, on the island, so that
in the treaty of 1814 it was formally recognized as belonging to Great
Britain, and twenty years after was important enough to have a separate
official and governmental establishment. Paganel also told, at great length, the tales of many of the sad
incidents which from time to time have marked even the commercial
intercourse between the European and the Maori; as, for instance, the
sad tale of conflict and bloodshed connected with the death of Captain
Marion, a French navigator, in 1772. He had landed near the spot where
Surville had ill-treated some of the natives and traitorously seized
a son of the chief, Takouri, who yet appeared to welcome this next
French visitant, though remembering none the less the terrible duty of
vengeance which is felt by the Maori to be so binding.","He had left Dundalk, where
he was poor, and, emigrating with his family to Australia, had landed
at Adelaide. At first he engaged in mining, but soon relinquished
this for the less hazardous pursuits of the farmer, in which he had
been successful beyond his highest anticipations. His agricultural
knowledge was a great aid to him. He economized, and bought new lands
with the profits of the first. His family flourished, as well as his
farm. The Irish peasant had become a landed proprietor, and, although
his establishment was only two years old, he owned at that moment five
hundred acres of well-cultivated land and five hundred head of cattle,
was his own master, and as independent as one can be even in the freest
country in the world. His guests congratulated him sincerely when his story was finished. He
doubtless expected a similar confidence, but did not urge it."
30,In Search of the Castaways,Tom Ayrton/Ben Joyce,0,0.6045,"With the
crew once at sea, and a vessel like the Duncan, we shall be masters
of the Indian Ocean.' 'Hurrah for Ben Joyce!' cried the convicts. Mulready's horse was then led up, and Ben Joyce disappeared at a gallop
on the Lucknow road, while the band proceeded southeastward to the
Snowy River. Mulready, although severely wounded, had strength to drag
himself within two hundred paces of the encampment, where we picked him
up almost dead. This,"" added MacNabb, ""is Mulready's sad story. You
understand now why the courageous sailor wished so much to speak.""

This revelation terrified all. ""Pirates! pirates!"" cried Glenarvan. ""My crew massacred, my Duncan in
the hands of these bandits!""

""Yes, for Ben Joyce will surprise the vessel,"" replied the major, ""and
then----""

""Well, we must reach the coast before these wretches,"" said Paganel. ""But how cross the Snowy?"" asked Wilson. ""Like them,"" answered Glenarvan.","The mate, Tom Austin, was an old sailor worthy of all confidence; and
the crew of the Duncan was composed of twenty-five men, including
the captain and mate. They all belonged to the county of Dumbarton,
were all tried seamen, sons of the tenants of the family, and formed
on shipboard a genuine clan of honest people, who of course were not
without the national bagpipe. Lord Glenarvan had, in them, a band of
faithful subjects, happy in their avocation, devoted, courageous, and
skillful in the use of arms, as well as in the management of a ship,
while they were ready to follow him on the most perilous expeditions. When they learned where they were going, they could not restrain their
joyous emotion, and the echoes of the rocks of Dumbarton awoke to their
cries of enthusiasm. Captain Mangles, while occupied in lading and provisioning his craft,
did not forget to prepare Lord and Lady Glenarvan's apartments for a
long voyage.","For a long time the motionless outline of the
Indian was seen through the foam of the waves.]

At that instant the Duncan's boat approached, and, gliding into the
narrow channel between the sand-banks, grounded on the beach. ""My wife?"" asked Glenarvan. ""My sister?"" cried Robert. ""Lady Helena and Miss Grant await you on board,"" replied the cockswain. ""But we have not a moment to lose, my lord, for the tide is beginning
to ebb.""

The last acknowledgments were given, and Thalcave accompanied his
friends to the boat. Just as Robert was about to embark, the Indian
took him in his arms and gazed at him tenderly. ""Now go,"" said he; ""you are a man!""

""Adieu, my friend, adieu!"" cried Glenarvan. ""Shall we ever see each other again?"" asked Paganel. ""Who knows?"" replied Thalcave, raising his arms towards heaven. They pushed off, and the boat was rapidly borne from the shore by the
ebbing tide. For a long time the motionless outline of the Indian was
seen through the foam of the waves."
97,The Count of Monte Cristo,Noirtier,1,0.5192,"Look closely!”

The doctor then slowly poured some drops of the lemonade from the
decanter into the cup, and in an instant a light cloudy sediment began
to form at the bottom of the cup; this sediment first took a blue
shade, then from the color of sapphire it passed to that of opal, and
from opal to emerald. Arrived at this last hue, it changed no more. The
result of the experiment left no doubt whatever on the mind. “The unfortunate Barrois has been poisoned,” said d’Avrigny, “and I
will maintain this assertion before God and man.”

Villefort said nothing, but he clasped his hands, opened his haggard
eyes, and, overcome with his emotion, sank into a chair. Chapter 80. The Accusation

M. d’Avrigny soon restored the magistrate to consciousness, who had
looked like a second corpse in that chamber of death. “Oh, death is in my house!” cried Villefort. “Say, rather, crime!” replied the doctor. “M.","The rigors which had attacked Barrois gradually increased, the features
of the face became quite altered, and the convulsive movement of the
muscles appeared to indicate the approach of a most serious nervous
disorder. Noirtier, seeing Barrois in this pitiable condition, showed
by his looks all the various emotions of sorrow and sympathy which can
animate the heart of man. Barrois made some steps towards his master. “Ah, sir,” said he, “tell me what is the matter with me. I am
suffering—I cannot see. A thousand fiery darts are piercing my brain. Ah, don’t touch me, pray don’t.”

By this time his haggard eyes had the appearance of being ready to
start from their sockets; his head fell back, and the lower extremities
of the body began to stiffen. Valentine uttered a cry of horror; Morrel
took her in his arms, as if to defend her from some unknown danger. “M. d’Avrigny, M. d’Avrigny,” cried she, in a stifled voice.","Since the death of Madame de
Saint-Méran, I have known that a poisoner lived in my house. M. d’Avrigny warned me of it. After the death of Barrois my suspicions
were directed towards an angel,—those suspicions which, even when there
is no crime, are always alive in my heart; but after the death of
Valentine, there has been no doubt in my mind, madame, and not only in
mine, but in those of others; thus your crime, known by two persons,
suspected by many, will soon become public, and, as I told you just
now, you no longer speak to the husband, but to the judge.”

The young woman hid her face in her hands. “Oh, sir,” she stammered, “I beseech you, do not believe appearances.”

“Are you, then, a coward?” cried Villefort, in a contemptuous voice. “But I have always observed that poisoners were cowards. Can you be a
coward, you, who have had the courage to witness the death of two old
men and a young girl murdered by you?”

“Sir!"
22,In Search of the Castaways,Jacques Paganel,1,0.977,"Several pieces of wood were piled up at the
entrance and then kindled; and while the fire served to dry their
garments conversation beguiled the hours, as they lay or stood at ease. [Illustration: Louper, with difficulty, managed to support himself on
one of them.]

Paganel, as usual, upon being appealed to, could tell them of the
rise, extension, and consolidation of the British power upon the
island; he informed them of the beginnings--and, to his belief, of
the causes--of the strife which for years decimated the aborigines,
and was very injurious to the colonists who had emigrated; then, in
reply to Robert's questions, he went on to speak of those who on a
narrower theatre had emulated by their heroism and patience the deeds
of the world's great travelers and scientific explorers. He told them
of Witcombe and Charlton Howitt, men known in their own circles and
in connection with their own branch of the New Zealand government.","Under this treatment, performed with an extreme gentleness,
the child felt his strength revive, and it was plain that a few hours
would suffice to restore him. It was therefore decided that that day and the following night should
be passed at the encampment. Besides, two important questions remained
to be settled--food, and means of conveyance. Provisions and mules were
both wanting. Fortunately Thalcave solved the difficulty. This guide, who was
accustomed to conduct travelers along the Patagonian frontiers, and
was one of the most intelligent baqueanos of the country, engaged to
furnish Glenarvan all that his little party needed. He offered to take
him to a ""tolderia"" (encampment) of Indians, about four miles distant,
where they would find everything necessary for the expedition. This
proposal was made partly by gestures, partly by Spanish words which
Paganel succeeded in understanding.","During his early voyages, first as mate, and afterwards in the
capacity of skipper, Harry Grant prospered, and some years after
the birth of his son Robert, he found himself the possessor of a
considerable fortune. Then a great idea entered his mind which made his name popular
throughout Scotland. Like the Glenarvans and several other great
families of the Highlands, he was opposed in heart, if not in deed,
to the advance and prevalence of English thought and feeling. The
interests of his country could not be in his eyes the same as those
of the Anglo-Saxons, and, in order to give the former a peculiar and
national development, he resolved to found a Scottish colony in some
part of the Southern World. Did he dream of that independence in the
future of which the United States had set the example, and which the
Indies and Australia cannot fail one day to acquire? Very likely;
but he allowed his secret hopes to be divined."
